answer_id,department,orig_is_multi,E-3,E-2,E-6,E-1,E-7,E-5
9f964e77-f03e-11ef-a17b-010101010000,외과,1,114,367,61,567,47,121
9f969ec5-f03e-11ef-8ed4-010101010000,내과,0,8,49,2,42,1,3
9f96c5d0-f03e-11ef-be37-010101010000,내과,0,1,1,1,1,1,1
9f9761fc-f03e-11ef-b0c9-010101010000,내과,0,2,2,1,1,1,1
9f978910-f03e-11ef-9f59-010101010000,피부과,0,235,2,1,3,1,2
9f97b019-f03e-11ef-b5e8-010101010000,내과,0,1,1,1,1,1,1
9f984c5c-f03e-11ef-8dec-010101010000,외과,0,13,5,3,6,2,4
9f9a213c-f03e-11ef-9cec-010101010000,외과,0,1,2,1,1,1,1
9f9abd65-f03e-11ef-a5ef-010101010000,내과,1,1,2,1,2,1,1
9f9b0b8a-f03e-11ef-93fe-010101010000,외과,1,77,142,19,362,6,64
9f9bced2-f03e-11ef-834c-010101010000,외과,1,1,47,17,99,37,17
9f9d074d-f03e-11ef-9ed8-010101010000,내과,1,1,6,1,6,1,1
9f9dcaab-f03e-11ef-bafe-010101010000,내과,0,2,1,1,1,1,1
9f9e66ee-f03e-11ef-8197-010101010000,내과,0,1,1,1,1,1,1
9fa01c1a-f03e-11ef-86a7-010101010000,내과,0,1,1,1,1,2,1
9fa3c602-f03e-11ef-aacf-010101010000,외과,0,942,3,3,2,4,1
9fa3c604-f03e-11ef-93c3-010101010000,내과,0,1,1,1,1,1,1
9fa3ed1f-f03e-11ef-8a5a-010101010000,내과,1,32,8,2,4,2,1
9fa4140d-f03e-11ef-bc6e-010101010000,외과,0,1,1,1,1,1,1
9fa4fe84-f03e-11ef-a739-010101010000,피부과,1,3,4,1,4,2,1
9fa54c8d-f03e-11ef-b10f-010101010000,내과,0,1,1,1,1,1,1
9fa5c48f-f03e-11ef-8a8d-010101010000,내과,0,17,1,1,1,1,1
9fa7c05c-f03e-11ef-a746-010101010000,치과,1,14,3,36,9,1313,18
9fa92001-f03e-11ef-b097-010101010000,외과,1,7,1,1,1,1,1
9faa316b-f03e-11ef-97e1-010101010000,내과,0,4,1,1,1,1,1
9faaf4b5-f03e-11ef-a059-010101010000,내과,1,255,286,181,367,223,266
9fac0621-f03e-11ef-8d48-010101010000,내과,0,32,30,12,25,12,16
9fac546b-f03e-11ef-bf9d-010101010000,외과,0,1,1,1,1,1,1
9fac7b51-f03e-11ef-9b0e-010101010000,내과,0,9,1,1,1,1,1
9faca25d-f03e-11ef-b97b-010101010000,내과,1,91,133,52,110,142,38
9facf0a8-f03e-11ef-ac3c-010101010000,내과,0,1,1,1,1,1,1
9fad43c4-f03e-11ef-947a-010101010000,내과,0,1,1,1,1,1,1
9fae7721-f03e-11ef-98e9-010101010000,내과,0,1,1,1,1,1,1
9fae9e30-f03e-11ef-9d93-010101010000,내과,1,1,1,1,1,1,1
9faf3a76-f03e-11ef-85e0-010101010000,내과,0,1,1,1,1,1,1
9faf8891-f03e-11ef-8c25-010101010000,외과,0,1,1,1,1,1,1
9fafd6a7-f03e-11ef-b446-010101010000,외과,0,1,1,1,1,1,1
9fb1ab73-f03e-11ef-8518-010101010000,내과,0,1,1,1,1,1,1
9fb30b25-f03e-11ef-9595-010101010000,외과,1,3,4,2,4,5,4
9fb41c93-f03e-11ef-8f6d-010101010000,내과,0,1,3,1,2,1,1
9fb46aab-f03e-11ef-b337-010101010000,외과,1,2,2,3,2,7,3
9fb6680d-f03e-11ef-8395-010101010000,외과,0,1,1,1,1,1,1
9fb6b62f-f03e-11ef-bced-010101010000,외과,1,4,1,2,1,291,2
9fb70454-f03e-11ef-9d45-010101010000,안과,0,1,1,1,1,1,1
9fb7c7c2-f03e-11ef-8178-010101010000,안과,0,194,22,4,25,6,13
9fb8d931-f03e-11ef-a247-010101010000,피부과,0,1,1,1,1,1,1
9fba11b1-f03e-11ef-b09a-010101010000,내과,0,2,1,1,1,1,1
9fbb7149-f03e-11ef-beab-010101010000,안과,1,1,1,1,1,1,1
9fbc0d82-f03e-11ef-ac22-010101010000,내과,0,1,1,1,1,1,1
9fbf1ad7-f03e-11ef-9b72-010101010000,내과,1,1178,467,336,263,343,259
9fbf41d3-f03e-11ef-a473-010101010000,내과,0,7,6,2,5,2,2
9fbf68e2-f03e-11ef-a346-010101010000,외과,0,1,1,1,1,1,1
9fbfb709-f03e-11ef-8eb0-010101010000,외과,1,4,3,2,3,6,4
9fc07a54-f03e-11ef-9206-010101010000,내과,1,111,1,2,1,2,2
9fc0a16d-f03e-11ef-b55b-010101010000,치과,0,1,1,1,1,1,1
9fc1d9e5-f03e-11ef-b5d2-010101010000,내과,0,51,1,1,1,5,1
9fc2c489-f03e-11ef-88ba-010101010000,내과,0,1,1,1,1,1,1
9fc312a8-f03e-11ef-9320-010101010000,내과,0,1,1,1,1,1,1
9fc3fd0c-f03e-11ef-9a07-010101010000,내과,0,1,1,1,1,1,1
9fc49c48-f03e-11ef-8fd8-010101010000,내과,1,95,177,137,193,189,122
9fc4ea68-f03e-11ef-87ac-010101010000,내과,0,1,2,1,1,1,1
9fc893ce-f03e-11ef-b67d-010101010000,내과,0,1,1,1,1,1,1
9fc8bada-f03e-11ef-8ed1-010101010000,내과,0,1,5,1,2,1,1
9fc908f8-f03e-11ef-aafd-010101010000,내과,1,10,1,1,1,1,1
9fcb2be3-f03e-11ef-b5c5-010101010000,외과,1,30,11,14,14,12,9
9fcc8b79-f03e-11ef-bcb7-010101010000,외과,1,2,1,1,1,1,1
9fcc8b7a-f03e-11ef-a6f8-010101010000,내과,0,1,3,1,16,1,3
9fce391f-f03e-11ef-8d0a-010101010000,외과,0,530,62,33,49,47,30
9fce6031-f03e-11ef-afb5-010101010000,내과,0,99,282,167,1869,239,251
9fceae4c-f03e-11ef-ac63-010101010000,외과,1,85,1,8,2,6,10
9fd00dd7-f03e-11ef-8120-010101010000,내과,0,5670,19,95,28,110,102
9fd0830c-f03e-11ef-ba89-010101010000,내과,0,3,5,12,5,14,6
9fd0d129-f03e-11ef-8539-010101010000,외과,1,98,14,6,32,3,38
9fd1e2bd-f03e-11ef-8ec0-010101010000,내과,1,1,1,2,1,1,2
9fd394bd-f03e-11ef-b520-010101010000,외과,1,5,1,3,2,2,2
9fd3e2cf-f03e-11ef-8f65-010101010000,내과,1,24,100,111,378,114,76
9fd56997-f03e-11ef-bef1-010101010000,피부과,0,1,1,1,1,1,5
9fd5dec7-f03e-11ef-b7c4-010101010000,외과,0,132,1,1,1,1,1
9fd605e2-f03e-11ef-9211-010101010000,외과,0,2,1,1,1,1,1
9fd7da97-f03e-11ef-8189-010101010000,내과,0,1,2,1,2,1,1
9fd801a2-f03e-11ef-be39-010101010000,내과,0,167,7,9,5,3,11
9fd876bc-f03e-11ef-889f-010101010000,외과,0,24,1,1,1,1,1
9fd89dd0-f03e-11ef-b42b-010101010000,내과,1,1,1,1,1,1,1
9fd8c4e2-f03e-11ef-947d-010101010000,치과,1,15,1,1,2,1,1
9fda2466-f03e-11ef-834f-010101010000,외과,1,204,53,247,30,310,177
9fda9997-f03e-11ef-87b4-010101010000,외과,1,1,1,2,1,16,1
9fdb0ec9-f03e-11ef-ad2d-010101010000,내과,0,1,1,1,1,1,1
9fdd58c7-f03e-11ef-b807-010101010000,내과,0,37,10,2,8,2,5
9fdda6d1-f03e-11ef-8673-010101010000,외과,1,1,1,1,1,5,1
9fde6a2c-f03e-11ef-aad1-010101010000,안과,1,12,7,5,16,7,12
9fdf7b95-f03e-11ef-96b2-010101010000,내과,1,3,2,1,2,1,1
9fdff0ca-f03e-11ef-b784-010101010000,안과,1,18,12,15,13,17,37
9fe03eea-f03e-11ef-b270-010101010000,내과,1,6,2,1,3,1,1
9fe0b44f-f03e-11ef-8978-010101010000,외과,0,3,1,1,1,1,1
9fe1297f-f03e-11ef-8732-010101010000,안과,0,29,2,2,3,2,4
9fe17797-f03e-11ef-ad2f-010101010000,내과,0,14,30,1,14,1,1
9fe1c5c4-f03e-11ef-a5f1-010101010000,내과,1,2,1,1,1,1,1
9fe2890c-f03e-11ef-8cfe-010101010000,안과,1,1,12,3,7,4,3
9fe32d55-f03e-11ef-badb-010101010000,내과,0,3,34,1,33,1,1
9fe35467-f03e-11ef-9186-010101010000,내과,0,10,4,4,5,6,3
9fe417ab-f03e-11ef-b6a0-010101010000,외과,1,7,11,9,17,4,9
9fe6d6cf-f03e-11ef-8028-010101010000,안과,1,61,41,95,48,38,70
9fe6fdde-f03e-11ef-ac07-010101010000,내과,0,1,1,1,1,1,1
9fe80f45-f03e-11ef-a410-010101010000,외과,1,4,1,4,3,3,4
9fe8849e-f03e-11ef-92fb-010101010000,내과,0,1,1,1,2,1,1
9fe8d2bc-f03e-11ef-899b-010101010000,내과,1,1,1,1,1,1,1
9feca346-f03e-11ef-b739-010101010000,내과,0,7,4,2,2,2,2
9fed1875-f03e-11ef-8a8c-010101010000,외과,1,10,12,1,4,4,2
9fed3f89-f03e-11ef-a029-010101010000,안과,1,1,1,1,1,1,1
9fee02c1-f03e-11ef-ac0f-010101010000,내과,0,2,6,3,6,2,3
9fef895c-f03e-11ef-969a-010101010000,피부과,1,1,1,1,1,1,1
9feffeb0-f03e-11ef-9680-010101010000,치과,0,100,6,2,3,2,2
9ff1ac5c-f03e-11ef-9d61-010101010000,내과,0,1,1,1,1,1,1
9ff1d36c-f03e-11ef-90b3-010101010000,치과,1,12,1,1,1,1,1
9ff2e68d-f03e-11ef-97da-010101010000,외과,0,1,1,1,1,1,1
9ff3f7fb-f03e-11ef-8301-010101010000,내과,0,69,63,28,23,21,29
9ff55796-f03e-11ef-8e99-010101010000,내과,1,9,48,2,6,3,2
9ff5a5a7-f03e-11ef-983e-010101010000,내과,1,10,1,1,1,1,1
9ff5ccb9-f03e-11ef-8873-010101010000,피부과,1,1,1,1,1,1,1
9ff69007-f03e-11ef-aefe-010101010000,외과,0,1,1,1,1,1,1
9ff77a6a-f03e-11ef-910b-010101010000,외과,0,21,169,26,32,26,19
9ff7c88d-f03e-11ef-a679-010101010000,내과,1,1,1,1,1,1,1
9ff864c7-f03e-11ef-be4e-010101010000,내과,0,4,1,1,1,1,1
9ff8b2eb-f03e-11ef-ac8c-010101010000,내과,0,3,1,1,1,2,1
9ff9010a-f03e-11ef-b0a4-010101010000,내과,0,1,1,1,1,1,1
9ff92819-f03e-11ef-919a-010101010000,내과,0,1,1,1,1,1,1
9ff9eb6e-f03e-11ef-9188-010101010000,내과,0,73,1,1,1,1,1
9ffa398b-f03e-11ef-bdc3-010101010000,내과,1,30,1,1,1,1,1
9ffa87b2-f03e-11ef-bc83-010101010000,내과,0,2,2,2,1,2,2
9ffb23e8-f03e-11ef-81da-010101010000,내과,0,520,167,89,170,128,77
9ffc355e-f03e-11ef-b7eb-010101010000,내과,0,2,1,2,7,2,4
9ffc8376-f03e-11ef-bc1e-010101010000,외과,1,6,26,38,41,50,33
9ffd1fba-f03e-11ef-ae23-010101010000,내과,0,1,3,1,1,1,1
9ffde30b-f03e-11ef-b441-010101010000,내과,0,1,1,1,1,1,1
9ffe7f49-f03e-11ef-8d03-010101010000,외과,0,1,2,8,2,6,9
9fff69f6-f03e-11ef-8ad8-010101010000,내과,0,24,45,6,55,5,12
9fff9104-f03e-11ef-afe3-010101010000,내과,0,1,1,1,1,1,1
a0005458-f03e-11ef-a517-010101010000,안과,0,1,1,1,1,1,1
a0013eac-f03e-11ef-890d-010101010000,내과,1,339,51,74,38,98,65
a0019411-f03e-11ef-922a-010101010000,내과,1,1,1,1,1,1,1
a001bb1d-f03e-11ef-82a6-010101010000,내과,0,1,1,1,1,1,1
a0020958-f03e-11ef-86c0-010101010000,내과,1,40,3,6,10,6,7
a0023056-f03e-11ef-a41b-010101010000,피부과,0,3,1,1,1,1,1
a0023057-f03e-11ef-94d6-010101010000,피부과,0,1,4,1,7,1,1
a002575f-f03e-11ef-88bb-010101010000,내과,1,1,1,1,1,1,1
a002a580-f03e-11ef-9d14-010101010000,내과,0,14,9,4,6,3,4
a002cc99-f03e-11ef-8492-010101010000,내과,1,20,6,19,9,6,23
a004a159-f03e-11ef-89e7-010101010000,내과,1,19,121,34,118,15,45
a004c862-f03e-11ef-8cf5-010101010000,내과,0,2,2,1,2,1,1
a0058bb0-f03e-11ef-8e59-010101010000,외과,0,1,1,1,1,1,1
a005b2c0-f03e-11ef-a8f8-010101010000,내과,0,4,1,1,1,1,1
a00823bd-f03e-11ef-a769-010101010000,외과,0,33,132,15,171,2,27
a00c1b46-f03e-11ef-ab6c-010101010000,내과,0,1,1,1,1,1,1
a00f9081-f03e-11ef-af93-010101010000,내과,1,1,4,1,4,3,1
a00fb78e-f03e-11ef-b128-010101010000,내과,1,151,87,67,93,92,46
a0107ae0-f03e-11ef-aa0d-010101010000,피부과,1,1,1,1,1,1,1
a0107ae1-f03e-11ef-9dc5-010101010000,피부과,0,3,2,1,3,1,1
a010cea5-f03e-11ef-90e4-010101010000,내과,0,1,1,1,1,1,1
a010f5b2-f03e-11ef-b53e-010101010000,내과,0,7,1,1,1,1,1
a010f5b3-f03e-11ef-b9db-010101010000,내과,0,2,2,1,1,1,1
a011b930-f03e-11ef-8360-010101010000,내과,1,1604,260,232,375,617,327
a011e016-f03e-11ef-ac66-010101010000,피부과,0,1,1,1,1,1,1
a0122e37-f03e-11ef-9380-010101010000,내과,1,4,3,2,1,4,3
a0125543-f03e-11ef-9d4a-010101010000,내과,1,2925,4947,3275,5303,5346,2688
a0127c56-f03e-11ef-b594-010101010000,내과,0,1,5,3,4,2,5
a012f184-f03e-11ef-843e-010101010000,피부과,0,46,3,1,2,1,1
a0133fa0-f03e-11ef-83b7-010101010000,피부과,0,9,1,2,1,1,1
a013b4db-f03e-11ef-8994-010101010000,내과,1,1,2,2,2,2,3
a014782b-f03e-11ef-83b2-010101010000,내과,0,1,1,1,1,1,1
a01625d1-f03e-11ef-bbcd-010101010000,피부과,0,9047,2662,2553,2282,2853,2333
a0164cf3-f03e-11ef-897d-010101010000,외과,1,226,229,125,214,130,107
a0169b05-f03e-11ef-8587-010101010000,치과,1,730,11,14,16,7,28
a01896dc-f03e-11ef-aaf8-010101010000,안과,1,160,15,78,61,119,65
a0195a29-f03e-11ef-982f-010101010000,외과,1,8,19,11,20,14,20
a01ae0c0-f03e-11ef-9818-010101010000,내과,0,2,4,1,2,2,1
a01b7d04-f03e-11ef-8ebb-010101010000,내과,0,326,2,3,3,35,3
a01c405d-f03e-11ef-9263-010101010000,내과,1,2,5,1,4,7,2
a01c6765-f03e-11ef-aa95-010101010000,내과,0,1,1,1,1,1,1
a01d2ab4-f03e-11ef-a042-010101010000,내과,0,2,1,1,1,1,1
a01d51c2-f03e-11ef-8f5a-010101010000,외과,0,1,1,1,1,1,1
a01ed888-f03e-11ef-84be-010101010000,외과,0,143,63,80,98,74,59
a01f9bdc-f03e-11ef-9d24-010101010000,외과,1,228,4,15,16,28,16
a020b1ab-f03e-11ef-8f54-010101010000,피부과,1,8,38,19,21,6,26
a020d8bb-f03e-11ef-bd1e-010101010000,외과,1,5,78,30,39,48,38
a02126d9-f03e-11ef-862d-010101010000,내과,0,18,13,1,4,3,3
a02126da-f03e-11ef-aa8f-010101010000,외과,0,1,1,1,1,1,1
a0214dec-f03e-11ef-b290-010101010000,내과,1,42,1,1,1,1,1
a021ea2c-f03e-11ef-9b6f-010101010000,내과,0,13,2,1,2,1,1
a02349bb-f03e-11ef-b4d0-010101010000,내과,1,74,159,84,131,76,85
a02370ca-f03e-11ef-ad51-010101010000,내과,1,2,6,45,10,130,14
a023beea-f03e-11ef-a6e8-010101010000,내과,0,1,1,1,1,1,1
a0240d0a-f03e-11ef-a294-010101010000,내과,1,42,6,2,8,18,8
a024341a-f03e-11ef-99c5-010101010000,외과,1,2,2,1,2,1,1
a027dd9b-f03e-11ef-95ad-010101010000,내과,0,1,2,1,2,1,1
a028c7f9-f03e-11ef-b4f9-010101010000,외과,0,56,4,1,2,1,1
a0291619-f03e-11ef-9d31-010101010000,내과,0,2,1,1,1,1,1
a0293d29-f03e-11ef-83d4-010101010000,치과,0,1,1,1,1,1,1
a029643a-f03e-11ef-a5b0-010101010000,내과,0,10,3,3,4,10,4
a029b258-f03e-11ef-8854-010101010000,안과,1,12,12,1,8,1,2
a02a278c-f03e-11ef-a17f-010101010000,내과,0,85,40,5,19,8,8
a02a75a9-f03e-11ef-9e4f-010101010000,내과,0,1,1,1,1,1,1
a02a9cba-f03e-11ef-9d15-010101010000,외과,0,6,52,5,34,6,9
a02bfc4a-f03e-11ef-8f9d-010101010000,내과,0,44,1,1,1,1,1
a02c9888-f03e-11ef-a05e-010101010000,내과,0,2,6,3,4,1,3
a02c9889-f03e-11ef-bd3a-010101010000,피부과,1,2,2,1,1,1,1
a02d0dd3-f03e-11ef-9777-010101010000,내과,0,1,1,1,1,1,1
a02d34e3-f03e-11ef-975a-010101010000,안과,0,1,2,1,2,1,1
a02e946f-f03e-11ef-8785-010101010000,외과,1,1,5,1,4,1,2
a03055d8-f03e-11ef-b6d6-010101010000,외과,1,215,98,33,47,33,35
a030cb11-f03e-11ef-8ce3-010101010000,치과,0,35,1,1,1,1,1
a030f22d-f03e-11ef-b85b-010101010000,내과,1,87,55,11,49,47,17
a0322aa7-f03e-11ef-b381-010101010000,치과,0,2859,1,1,1,1,1
a032c6e3-f03e-11ef-9a55-010101010000,외과,0,408,55,66,45,63,62
a033b146-f03e-11ef-b58a-010101010000,내과,1,68,59,39,101,11,34
a034c2b1-f03e-11ef-ab61-010101010000,외과,1,97,166,251,218,111,234
a035fb37-f03e-11ef-90aa-010101010000,외과,1,39,83,144,97,625,99
a03733a8-f03e-11ef-a0e9-010101010000,치과,1,38,12,16,13,25,24
a0375ab6-f03e-11ef-a588-010101010000,내과,0,1,1,1,1,1,1
a03781c7-f03e-11ef-a438-010101010000,외과,1,8,2,14,29,13,20
a037a8d7-f03e-11ef-abcb-010101010000,내과,0,1,1,1,1,1,1
a0397d97-f03e-11ef-a9ba-010101010000,피부과,0,36,76,33,102,55,22
a03ba091-f03e-11ef-8e48-010101010000,치과,0,6,5,8,2,7,5
a03dea88-f03e-11ef-9d9b-010101010000,내과,0,1,1,1,1,1,1
a03f84f4-f03e-11ef-8da4-010101010000,외과,0,9,5,5,3,4,5
a040965b-f03e-11ef-8424-010101010000,내과,1,371,2,3,2,2,5
a0410b8f-f03e-11ef-9cfc-010101010000,외과,0,82,40,32,16,19,14
a041f5f0-f03e-11ef-831b-010101010000,피부과,1,31,3,1,2,1,2
a042440b-f03e-11ef-adfb-010101010000,내과,1,403,17,153,23,208,105
a0426b20-f03e-11ef-96e4-010101010000,내과,0,1,3,2,11,2,2
a0435577-f03e-11ef-bc52-010101010000,외과,0,1,5,1,4,1,2
a04418d4-f03e-11ef-b0f8-010101010000,안과,1,159,109,12,56,19,16
a0463ba7-f03e-11ef-a7ee-010101010000,외과,1,34,18,8,11,10,5
a046b0db-f03e-11ef-82dd-010101010000,피부과,0,2,1,1,1,1,1
a047742a-f03e-11ef-a316-010101010000,내과,0,14,6,1,1,1,1
a048d3c0-f03e-11ef-8219-010101010000,외과,0,1,3,1,1,1,1
a048fac9-f03e-11ef-9057-010101010000,내과,0,96,111,12,69,47,7
a049be1f-f03e-11ef-a596-010101010000,피부과,0,4,5,2,5,4,1
a04a334d-f03e-11ef-a231-010101010000,내과,0,1,46,2,21,1,3
a04b44bd-f03e-11ef-9c03-010101010000,피부과,0,17,4,1,2,1,2
a04b92fe-f03e-11ef-8336-010101010000,피부과,0,40,1,1,1,1,1
a04c7d82-f03e-11ef-acff-010101010000,내과,1,1,1,2,1,2,2
a0507bce-f03e-11ef-9f2b-010101010000,내과,0,14,24,31,8,38,29
a050c9f0-f03e-11ef-9aca-010101010000,피부과,1,17,2,1,3,1,1
a0516630-f03e-11ef-a461-010101010000,피부과,0,2,2,1,1,1,1
a052c5bc-f03e-11ef-9bb8-010101010000,내과,0,4,1,1,1,1,1
a05361df-f03e-11ef-8dee-010101010000,내과,0,1,1,1,1,1,1
a053b001-f03e-11ef-a3fe-010101010000,피부과,1,12,36,2,48,8,2
a053fe20-f03e-11ef-89ef-010101010000,외과,1,1,1,1,2,1,1
a0550f8d-f03e-11ef-bc07-010101010000,외과,1,1,2,13,2,39,11
a055abd0-f03e-11ef-989d-010101010000,외과,0,64,27,5,10,7,4
a057ceaf-f03e-11ef-9fc4-010101010000,내과,0,2,5,10,1,12,3
a0581cd7-f03e-11ef-bdc5-010101010000,외과,0,2,2,1,3,1,1
a0589203-f03e-11ef-a978-010101010000,내과,0,1,1,1,1,1,1
a059a372-f03e-11ef-9050-010101010000,안과,1,55,5,1,3,1,2
a059f190-f03e-11ef-a427-010101010000,외과,0,6,1,1,1,1,1
a05a189e-f03e-11ef-9271-010101010000,내과,0,1,1,1,1,1,1
a05b0359-f03e-11ef-9a11-010101010000,외과,0,1,1,1,1,1,1
a05bc6a9-f03e-11ef-a18a-010101010000,피부과,1,2092,1,1,1,2,1
a05bc6aa-f03e-11ef-b9bf-010101010000,치과,1,34,14,30,6,75,17
a05d2949-f03e-11ef-ab86-010101010000,외과,0,1,1,1,1,1,1
a05d7764-f03e-11ef-abc1-010101010000,외과,0,3,1,1,1,1,1
a05e61c1-f03e-11ef-b718-010101010000,피부과,0,2,3,2,2,1,2
a05f9a52-f03e-11ef-aca5-010101010000,내과,0,25,1,1,1,1,1
a05fe864-f03e-11ef-aa75-010101010000,내과,0,1,1,1,1,1,1
a0605d8f-f03e-11ef-83d3-010101010000,치과,0,3791,984,31,130,59,21
a061480f-f03e-11ef-9425-010101010000,외과,0,1,1,1,1,1,1
a061e435-f03e-11ef-bb94-010101010000,내과,0,410,37,9,38,6,21
a0620b45-f03e-11ef-92ac-010101010000,내과,0,1,4,1,1,1,1
a0628076-f03e-11ef-ba9f-010101010000,내과,0,88,140,103,139,163,85
a062a799-f03e-11ef-bc5d-010101010000,내과,1,239,26,9,39,18,5
a063b8f6-f03e-11ef-9f19-010101010000,안과,0,66,12,11,9,18,12
a0640716-f03e-11ef-b3e1-010101010000,외과,1,1,6,1,2,2,2
a0651887-f03e-11ef-b5a0-010101010000,내과,0,1,1,1,1,1,1
a0658db6-f03e-11ef-acae-010101010000,내과,1,18,85,13,49,28,27
a06825c3-f03e-11ef-b34a-010101010000,내과,1,1958,530,433,560,301,619
a0689aed-f03e-11ef-a318-010101010000,내과,0,4,4,1,2,1,1
a06a21ba-f03e-11ef-9629-010101010000,외과,0,1,1,1,1,1,1
a06b332b-f03e-11ef-8db1-010101010000,내과,0,1,1,1,1,1,1
a06b332d-f03e-11ef-8d9d-010101010000,내과,0,6,1,1,1,1,1
a06bf676-f03e-11ef-b719-010101010000,내과,1,105,27,8,11,16,13
a06c1d89-f03e-11ef-b330-010101010000,외과,1,21,56,39,48,43,30
a06c6e22-f03e-11ef-a97c-010101010000,외과,0,3,3,3,3,2,5
a06d0a66-f03e-11ef-baa9-010101010000,외과,0,1,1,1,1,1,1
a06e1bee-f03e-11ef-9a1c-010101010000,치과,1,2,4,5,3,27,1
a06e6a0c-f03e-11ef-812e-010101010000,치과,1,187,86,50,101,35,48
a06e9119-f03e-11ef-9364-010101010000,외과,0,1,1,1,1,1,1
a06eb82a-f03e-11ef-86e2-010101010000,내과,0,4,3,2,2,2,3
a06fa28d-f03e-11ef-ad40-010101010000,내과,1,13,4,3,5,6,4
a0708cf1-f03e-11ef-b99a-010101010000,내과,0,1,3,1,1,1,1
a0723a97-f03e-11ef-93fd-010101010000,내과,0,4,3,1,3,1,2
a072afce-f03e-11ef-b052-010101010000,피부과,0,30,11,3,9,3,4
a07324fe-f03e-11ef-9ed2-010101010000,내과,0,3,4,1,3,1,1
a0739a29-f03e-11ef-858f-010101010000,안과,1,332,83,26,90,20,40
a0739a2a-f03e-11ef-9a80-010101010000,내과,0,18,35,14,27,8,15
a07595ff-f03e-11ef-bacb-010101010000,치과,0,1,1,1,1,1,1
a075e416-f03e-11ef-9b82-010101010000,내과,1,23,3,1,3,1,3
a077dfeb-f03e-11ef-a5f9-010101010000,내과,0,14,7,17,4,26,19
a07806f8-f03e-11ef-885a-010101010000,외과,0,222,17,51,15,60,40
a07806fa-f03e-11ef-88f3-010101010000,안과,1,61,18,10,19,3,31
a078f160-f03e-11ef-afe9-010101010000,내과,0,10,11,1,2,1,1
a0791870-f03e-11ef-993d-010101010000,외과,1,1,3,2,4,1,5
a07a2a2c-f03e-11ef-9980-010101010000,내과,0,8,1,3,1,3,3
a07b1484-f03e-11ef-a6ac-010101010000,외과,1,204,135,115,247,65,170
a07bdf79-f03e-11ef-9854-010101010000,내과,0,1,1,1,1,1,1
a07c7bbb-f03e-11ef-8d92-010101010000,치과,0,1,24,1,18,2,2
a07cc9da-f03e-11ef-90b8-010101010000,안과,0,50,249,119,121,68,159
a07db435-f03e-11ef-aa3f-010101010000,피부과,0,29,5,12,5,7,20
a07e0252-f03e-11ef-b1c6-010101010000,내과,0,209,103,46,41,34,50
a07e5074-f03e-11ef-b0c7-010101010000,내과,0,1,1,1,3,3,1
a07f61c2-f03e-11ef-a64c-010101010000,피부과,0,1,1,1,1,1,1
a07f61c3-f03e-11ef-aaa0-010101010000,내과,0,22,4,2,2,2,2
a080733c-f03e-11ef-9edd-010101010000,안과,0,3,1,1,1,1,1
a08247f6-f03e-11ef-af34-010101010000,피부과,0,1,1,1,1,1,1
a0830b49-f03e-11ef-a99e-010101010000,내과,1,13,184,133,390,159,276
a0835963-f03e-11ef-9912-010101010000,내과,0,5,6,5,3,6,5
a084b8f4-f03e-11ef-a055-010101010000,내과,0,1,1,1,1,3,1
a085553a-f03e-11ef-b32c-010101010000,외과,0,30,11,8,13,2,9
a085553b-f03e-11ef-9270-010101010000,외과,1,4,1,1,1,1,1
a085f178-f03e-11ef-b5f9-010101010000,내과,0,9,4,3,5,9,6
a0868dd4-f03e-11ef-bda2-010101010000,내과,1,2,3,13,2,40,4
a0870305-f03e-11ef-9001-010101010000,외과,1,19,1,5,1,1,9
a087ed6a-f03e-11ef-bcc5-010101010000,피부과,0,1,5,2,2,1,6
a0883b86-f03e-11ef-9768-010101010000,내과,0,1,1,1,1,1,1
a0886294-f03e-11ef-9676-010101010000,피부과,1,1,6,1,3,1,2
a088d819-f03e-11ef-8426-010101010000,내과,0,162,28,14,45,9,30
a0897428-f03e-11ef-9348-010101010000,내과,1,1,3,1,4,1,3
a089c24c-f03e-11ef-a014-010101010000,치과,1,9,10,23,14,38,18
a08a1079-f03e-11ef-b91c-010101010000,치과,0,15,5,3,5,1,2
a08a3795-f03e-11ef-b10a-010101010000,내과,1,13046,843,834,912,809,758
a08afff2-f03e-11ef-a2ad-010101010000,안과,0,2,10,3,15,2,3
a08bc342-f03e-11ef-b2b3-010101010000,내과,0,1,13,1,1,1,1
a08c3874-f03e-11ef-b280-010101010000,외과,0,5,1,1,1,1,1
a08c5f7c-f03e-11ef-83d7-010101010000,내과,0,77,6,1,3,1,3
a08c868c-f03e-11ef-9312-010101010000,내과,0,1,2,1,2,1,1
a08dbf0f-f03e-11ef-bff1-010101010000,내과,1,9,5,5,3,5,4
a08e825e-f03e-11ef-bbb1-010101010000,안과,0,9,6,1,2,1,2
a08f45ac-f03e-11ef-a1fe-010101010000,내과,0,10,24,9,14,3,9
a08fe1f3-f03e-11ef-aa64-010101010000,내과,0,1,1,2,1,2,1
a0903010-f03e-11ef-9d90-010101010000,내과,0,1,2,1,1,1,1
a09204d0-f03e-11ef-ad6e-010101010000,외과,1,8,1,1,1,1,1
a09279fd-f03e-11ef-b7fc-010101010000,외과,1,382,85,76,73,139,93
a092a10f-f03e-11ef-99e6-010101010000,내과,1,1,12,1,15,1,1
