answer_id,department,orig_is_multi,arctic-base @ 1024d,arctic-base @ 768d,arctic-base @ 512d,arctic-base @ 256d
9faf8891-f03e-11ef-8c25-010101010000,외과,0,1,1,1,1
9fafd6a7-f03e-11ef-b446-010101010000,외과,0,1,1,1,1
9fb1ab73-f03e-11ef-8518-010101010000,내과,0,1,1,1,1
9fb30b25-f03e-11ef-9595-010101010000,외과,1,5,5,5,5
9fb41c93-f03e-11ef-8f6d-010101010000,내과,0,1,1,1,1
9fb46aab-f03e-11ef-b337-010101010000,외과,1,7,7,7,7
9fb6680d-f03e-11ef-8395-010101010000,외과,0,1,1,1,1
9fb6b62f-f03e-11ef-bced-010101010000,외과,1,293,321,337,275
9fb70454-f03e-11ef-9d45-010101010000,안과,0,1,1,1,1
9fb7c7c2-f03e-11ef-8178-010101010000,안과,0,7,6,8,7
9fb8d931-f03e-11ef-a247-010101010000,피부과,0,1,1,1,1
9fba11b1-f03e-11ef-b09a-010101010000,내과,0,1,1,1,1
9fbb7149-f03e-11ef-beab-010101010000,안과,1,1,1,1,1
9fbc0d82-f03e-11ef-ac22-010101010000,내과,0,1,1,1,1
9fbf1ad7-f03e-11ef-9b72-010101010000,내과,1,344,457,284,341
9fbf41d3-f03e-11ef-a473-010101010000,내과,0,2,2,3,2
9fbf68e2-f03e-11ef-a346-010101010000,외과,0,1,1,1,1
9fbfb709-f03e-11ef-8eb0-010101010000,외과,1,6,6,6,6
9fc07a54-f03e-11ef-9206-010101010000,내과,1,2,2,2,2
9fc0a16d-f03e-11ef-b55b-010101010000,치과,0,1,1,1,1
9fc1d9e5-f03e-11ef-b5d2-010101010000,내과,0,5,3,2,6
9fc2c489-f03e-11ef-88ba-010101010000,내과,0,1,1,1,1
9fc312a8-f03e-11ef-9320-010101010000,내과,0,1,1,1,1
9fc3fd0c-f03e-11ef-9a07-010101010000,내과,0,1,1,1,1
9fc49c48-f03e-11ef-8fd8-010101010000,내과,1,189,197,212,166
9fc4ea68-f03e-11ef-87ac-010101010000,내과,0,1,1,1,1
9fc893ce-f03e-11ef-b67d-010101010000,내과,0,1,1,1,1
9fc8bada-f03e-11ef-8ed1-010101010000,내과,0,1,1,1,1
9fc908f8-f03e-11ef-aafd-010101010000,내과,1,1,1,1,1
9fcb2be3-f03e-11ef-b5c5-010101010000,외과,1,11,13,7,8
9fcc8b79-f03e-11ef-bcb7-010101010000,외과,1,1,1,1,1
9fcc8b7a-f03e-11ef-a6f8-010101010000,내과,0,1,1,1,1
9fce391f-f03e-11ef-8d0a-010101010000,외과,0,47,51,51,43
9fce6031-f03e-11ef-afb5-010101010000,내과,0,241,230,267,271
9fceae4c-f03e-11ef-ac63-010101010000,외과,1,5,3,3,5
9fd00dd7-f03e-11ef-8120-010101010000,내과,0,110,86,67,151
9fd0830c-f03e-11ef-ba89-010101010000,내과,0,14,13,13,15
9fd0d129-f03e-11ef-8539-010101010000,외과,1,3,3,3,4
9fd1e2bd-f03e-11ef-8ec0-010101010000,내과,1,1,1,2,2
9fd394bd-f03e-11ef-b520-010101010000,외과,1,2,2,2,1
9fd3e2cf-f03e-11ef-8f65-010101010000,내과,1,114,170,164,246
9fd56997-f03e-11ef-bef1-010101010000,피부과,0,1,1,1,1
9fd5dec7-f03e-11ef-b7c4-010101010000,외과,0,1,1,1,1
9fd605e2-f03e-11ef-9211-010101010000,외과,0,1,1,1,1
9fd7da97-f03e-11ef-8189-010101010000,내과,0,1,1,1,1
9fd801a2-f03e-11ef-be39-010101010000,내과,0,3,3,7,4
9fd876bc-f03e-11ef-889f-010101010000,외과,0,1,1,1,1
9fd89dd0-f03e-11ef-b42b-010101010000,내과,1,1,1,1,1
9fd8c4e2-f03e-11ef-947d-010101010000,치과,1,1,1,2,1
9fda2466-f03e-11ef-834f-010101010000,외과,1,310,312,319,316
9fda9997-f03e-11ef-87b4-010101010000,외과,1,16,16,13,35
9fdb0ec9-f03e-11ef-ad2d-010101010000,내과,0,1,1,1,1
9fdd58c7-f03e-11ef-b807-010101010000,내과,0,2,1,1,2
9fdda6d1-f03e-11ef-8673-010101010000,외과,1,5,5,4,6
9fde6a2c-f03e-11ef-aad1-010101010000,안과,1,7,6,5,6
9fdf7b95-f03e-11ef-96b2-010101010000,내과,1,1,1,1,1
9fdff0ca-f03e-11ef-b784-010101010000,안과,1,17,18,24,22
9fe03eea-f03e-11ef-b270-010101010000,내과,1,1,1,1,1
9fe0b44f-f03e-11ef-8978-010101010000,외과,0,1,1,1,1
9fe1297f-f03e-11ef-8732-010101010000,안과,0,2,2,2,1
9fe17797-f03e-11ef-ad2f-010101010000,내과,0,1,1,1,1
9fe1c5c4-f03e-11ef-a5f1-010101010000,내과,1,1,1,1,1
9fe2890c-f03e-11ef-8cfe-010101010000,안과,1,4,4,4,2
9fe32d55-f03e-11ef-badb-010101010000,내과,0,1,1,1,1
9fe35467-f03e-11ef-9186-010101010000,내과,0,6,4,2,3
9fe417ab-f03e-11ef-b6a0-010101010000,외과,1,4,4,4,3
9fe6d6cf-f03e-11ef-8028-010101010000,안과,1,38,44,54,62
9fe6fdde-f03e-11ef-ac07-010101010000,내과,0,1,1,1,1
9fe80f45-f03e-11ef-a410-010101010000,외과,1,3,3,2,3
9fe8849e-f03e-11ef-92fb-010101010000,내과,0,1,1,1,1
9fe8d2bc-f03e-11ef-899b-010101010000,내과,1,1,1,1,1
9feca346-f03e-11ef-b739-010101010000,내과,0,2,2,2,3
9fed1875-f03e-11ef-8a8c-010101010000,외과,1,4,3,4,5
9fed3f89-f03e-11ef-a029-010101010000,안과,1,1,1,1,1
9fee02c1-f03e-11ef-ac0f-010101010000,내과,0,2,2,2,2
9fef895c-f03e-11ef-969a-010101010000,피부과,1,1,1,1,1
9feffeb0-f03e-11ef-9680-010101010000,치과,0,2,2,2,3
9ff1ac5c-f03e-11ef-9d61-010101010000,내과,0,1,1,1,1
9ff1d36c-f03e-11ef-90b3-010101010000,치과,1,1,1,1,1
9ff2e68d-f03e-11ef-97da-010101010000,외과,0,1,1,1,1
9ff3f7fb-f03e-11ef-8301-010101010000,내과,0,21,20,22,25
9ff55796-f03e-11ef-8e99-010101010000,내과,1,3,3,3,3
9ff5a5a7-f03e-11ef-983e-010101010000,내과,1,1,1,1,1
9ff5ccb9-f03e-11ef-8873-010101010000,피부과,1,1,1,1,1
9ff69007-f03e-11ef-aefe-010101010000,외과,0,1,1,1,1
9ff77a6a-f03e-11ef-910b-010101010000,외과,0,26,24,23,25
9ff7c88d-f03e-11ef-a679-010101010000,내과,1,1,1,1,1
9ff864c7-f03e-11ef-be4e-010101010000,내과,0,1,1,1,1
9ff8b2eb-f03e-11ef-ac8c-010101010000,내과,0,2,2,2,4
9ff9010a-f03e-11ef-b0a4-010101010000,내과,0,1,1,1,1
9ff92819-f03e-11ef-919a-010101010000,내과,0,1,1,1,1
9ff9eb6e-f03e-11ef-9188-010101010000,내과,0,1,1,1,1
9ffa398b-f03e-11ef-bdc3-010101010000,내과,1,1,1,1,1
9ffa87b2-f03e-11ef-bc83-010101010000,내과,0,2,2,2,2
9ffb23e8-f03e-11ef-81da-010101010000,내과,0,129,167,216,207
9ffc355e-f03e-11ef-b7eb-010101010000,내과,0,2,3,2,2
9ffc8376-f03e-11ef-bc1e-010101010000,외과,1,50,48,43,50
9ffd1fba-f03e-11ef-ae23-010101010000,내과,0,1,1,1,1
9ffde30b-f03e-11ef-b441-010101010000,내과,0,1,1,1,1
9ffe7f49-f03e-11ef-8d03-010101010000,외과,0,6,7,7,7
9fff69f6-f03e-11ef-8ad8-010101010000,내과,0,5,5,5,7
9fff9104-f03e-11ef-afe3-010101010000,내과,0,1,1,1,1
a0005458-f03e-11ef-a517-010101010000,안과,0,1,1,1,1
a0013eac-f03e-11ef-890d-010101010000,내과,1,98,96,85,101
a0019411-f03e-11ef-922a-010101010000,내과,1,1,1,1,1
a001bb1d-f03e-11ef-82a6-010101010000,내과,0,1,1,1,1
a0020958-f03e-11ef-86c0-010101010000,내과,1,6,6,6,5
a0023056-f03e-11ef-a41b-010101010000,피부과,0,1,1,1,1
a0023057-f03e-11ef-94d6-010101010000,피부과,0,1,1,1,1
a002575f-f03e-11ef-88bb-010101010000,내과,1,1,1,1,1
a002a580-f03e-11ef-9d14-010101010000,내과,0,3,3,2,2
a002cc99-f03e-11ef-8492-010101010000,내과,1,6,6,6,8
a004a159-f03e-11ef-89e7-010101010000,내과,1,15,15,21,15
a004c862-f03e-11ef-8cf5-010101010000,내과,0,1,1,1,1
a0058bb0-f03e-11ef-8e59-010101010000,외과,0,1,1,1,1
a005b2c0-f03e-11ef-a8f8-010101010000,내과,0,1,1,1,1
a00823bd-f03e-11ef-a769-010101010000,외과,0,2,2,1,2
a00c1b46-f03e-11ef-ab6c-010101010000,내과,0,1,1,1,1
a00f9081-f03e-11ef-af93-010101010000,내과,1,3,4,4,3
a00fb78e-f03e-11ef-b128-010101010000,내과,1,91,115,160,136
a0107ae0-f03e-11ef-aa0d-010101010000,피부과,1,1,1,1,1
a0107ae1-f03e-11ef-9dc5-010101010000,피부과,0,1,1,1,1
a010cea5-f03e-11ef-90e4-010101010000,내과,0,1,1,1,1
a010f5b2-f03e-11ef-b53e-010101010000,내과,0,1,1,1,1
a010f5b3-f03e-11ef-b9db-010101010000,내과,0,1,1,1,1
a011b930-f03e-11ef-8360-010101010000,내과,1,614,616,644,744
a011e016-f03e-11ef-ac66-010101010000,피부과,0,1,1,1,1
a0122e37-f03e-11ef-9380-010101010000,내과,1,4,4,3,4
a0125543-f03e-11ef-9d4a-010101010000,내과,1,5336,5121,4797,5842
a0127c56-f03e-11ef-b594-010101010000,내과,0,2,2,2,1
a012f184-f03e-11ef-843e-010101010000,피부과,0,1,1,1,1
a0133fa0-f03e-11ef-83b7-010101010000,피부과,0,1,1,1,1
a013b4db-f03e-11ef-8994-010101010000,내과,1,2,2,2,1
a014782b-f03e-11ef-83b2-010101010000,내과,0,1,1,1,1
a01625d1-f03e-11ef-bbcd-010101010000,피부과,0,2847,3310,2788,3911
a0164cf3-f03e-11ef-897d-010101010000,외과,1,131,128,108,100
a0169b05-f03e-11ef-8587-010101010000,치과,1,7,9,12,15
a01896dc-f03e-11ef-aaf8-010101010000,안과,1,120,148,137,149
a0195a29-f03e-11ef-982f-010101010000,외과,1,14,15,13,8
a01ae0c0-f03e-11ef-9818-010101010000,내과,0,2,3,2,3
a01b7d04-f03e-11ef-8ebb-010101010000,내과,0,35,70,78,95
a01c405d-f03e-11ef-9263-010101010000,내과,1,7,12,11,5
a01c6765-f03e-11ef-aa95-010101010000,내과,0,1,1,1,1
a01d2ab4-f03e-11ef-a042-010101010000,내과,0,1,1,2,2
a01d51c2-f03e-11ef-8f5a-010101010000,외과,0,1,1,1,1
a01ed888-f03e-11ef-84be-010101010000,외과,0,74,68,72,79
a01f9bdc-f03e-11ef-9d24-010101010000,외과,1,27,27,30,33
a020b1ab-f03e-11ef-8f54-010101010000,피부과,1,6,7,9,5
a020d8bb-f03e-11ef-bd1e-010101010000,외과,1,49,40,38,62
a02126d9-f03e-11ef-862d-010101010000,내과,0,3,4,4,4
a02126da-f03e-11ef-aa8f-010101010000,외과,0,1,1,1,1
a0214dec-f03e-11ef-b290-010101010000,내과,1,1,1,1,1
a021ea2c-f03e-11ef-9b6f-010101010000,내과,0,1,2,2,1
a02349bb-f03e-11ef-b4d0-010101010000,내과,1,77,73,117,121
a02370ca-f03e-11ef-ad51-010101010000,내과,1,130,155,168,110
a023beea-f03e-11ef-a6e8-010101010000,내과,0,1,1,1,1
a0240d0a-f03e-11ef-a294-010101010000,내과,1,18,20,20,26
a024341a-f03e-11ef-99c5-010101010000,외과,1,1,1,1,1
a027dd9b-f03e-11ef-95ad-010101010000,내과,0,1,1,1,1
a028c7f9-f03e-11ef-b4f9-010101010000,외과,0,1,1,1,1
a0291619-f03e-11ef-9d31-010101010000,내과,0,1,1,1,1
a0293d29-f03e-11ef-83d4-010101010000,치과,0,1,1,1,1
a029643a-f03e-11ef-a5b0-010101010000,내과,0,10,11,9,7
a029b258-f03e-11ef-8854-010101010000,안과,1,1,1,1,1
a02a278c-f03e-11ef-a17f-010101010000,내과,0,8,9,17,13
a02a75a9-f03e-11ef-9e4f-010101010000,내과,0,1,1,1,1
a02a9cba-f03e-11ef-9d15-010101010000,외과,0,6,6,6,4
a02bfc4a-f03e-11ef-8f9d-010101010000,내과,0,1,1,1,1
a02c9888-f03e-11ef-a05e-010101010000,내과,0,1,2,3,2
a02c9889-f03e-11ef-bd3a-010101010000,피부과,1,1,1,1,1
a02d0dd3-f03e-11ef-9777-010101010000,내과,0,1,1,1,1
a02d34e3-f03e-11ef-975a-010101010000,안과,0,1,1,1,1
a02e946f-f03e-11ef-8785-010101010000,외과,1,1,1,1,1
a03055d8-f03e-11ef-b6d6-010101010000,외과,1,33,35,31,23
a030cb11-f03e-11ef-8ce3-010101010000,치과,0,1,1,1,1
a030f22d-f03e-11ef-b85b-010101010000,내과,1,47,56,48,72
a0322aa7-f03e-11ef-b381-010101010000,치과,0,1,1,1,1
a032c6e3-f03e-11ef-9a55-010101010000,외과,0,63,63,65,67
a033b146-f03e-11ef-b58a-010101010000,내과,1,11,15,17,16
a034c2b1-f03e-11ef-ab61-010101010000,외과,1,111,123,124,116
a035fb37-f03e-11ef-90aa-010101010000,외과,1,624,571,691,767
a03733a8-f03e-11ef-a0e9-010101010000,치과,1,25,18,17,22
a0375ab6-f03e-11ef-a588-010101010000,내과,0,1,1,1,1
a03781c7-f03e-11ef-a438-010101010000,외과,1,13,10,10,29
a037a8d7-f03e-11ef-abcb-010101010000,내과,0,1,1,1,1
a0397d97-f03e-11ef-a9ba-010101010000,피부과,0,55,59,75,91
a03ba091-f03e-11ef-8e48-010101010000,치과,0,7,7,8,9
a03dea88-f03e-11ef-9d9b-010101010000,내과,0,1,1,1,1
a03f84f4-f03e-11ef-8da4-010101010000,외과,0,4,5,6,15
a040965b-f03e-11ef-8424-010101010000,내과,1,2,2,2,2
a0410b8f-f03e-11ef-9cfc-010101010000,외과,0,19,21,19,19
a041f5f0-f03e-11ef-831b-010101010000,피부과,1,1,1,1,1
a042440b-f03e-11ef-adfb-010101010000,내과,1,208,198,240,219
a0426b20-f03e-11ef-96e4-010101010000,내과,0,2,2,2,3
a0435577-f03e-11ef-bc52-010101010000,외과,0,1,1,1,1
a04418d4-f03e-11ef-b0f8-010101010000,안과,1,19,23,23,26
a0463ba7-f03e-11ef-a7ee-010101010000,외과,1,10,9,8,19
a046b0db-f03e-11ef-82dd-010101010000,피부과,0,1,1,1,1
a047742a-f03e-11ef-a316-010101010000,내과,0,1,1,1,4
a048d3c0-f03e-11ef-8219-010101010000,외과,0,1,1,1,1
a048fac9-f03e-11ef-9057-010101010000,내과,0,48,46,45,41
a049be1f-f03e-11ef-a596-010101010000,피부과,0,3,4,4,3
a04a334d-f03e-11ef-a231-010101010000,내과,0,1,2,5,4
a04b44bd-f03e-11ef-9c03-010101010000,피부과,0,1,1,1,1
a04b92fe-f03e-11ef-8336-010101010000,피부과,0,1,1,1,1
a04c7d82-f03e-11ef-acff-010101010000,내과,1,2,3,3,2
a0507bce-f03e-11ef-9f2b-010101010000,내과,0,38,47,42,30
a050c9f0-f03e-11ef-9aca-010101010000,피부과,1,1,1,1,1
a0516630-f03e-11ef-a461-010101010000,피부과,0,1,1,1,4
a052c5bc-f03e-11ef-9bb8-010101010000,내과,0,1,1,1,1
a05361df-f03e-11ef-8dee-010101010000,내과,0,1,1,1,1
a053b001-f03e-11ef-a3fe-010101010000,피부과,1,8,9,9,16
a053fe20-f03e-11ef-89ef-010101010000,외과,1,1,1,2,2
a0550f8d-f03e-11ef-bc07-010101010000,외과,1,38,53,48,61
a055abd0-f03e-11ef-989d-010101010000,외과,0,7,8,20,11
a057ceaf-f03e-11ef-9fc4-010101010000,내과,0,12,9,8,10
a0581cd7-f03e-11ef-bdc5-010101010000,외과,0,1,2,2,2
a0589203-f03e-11ef-a978-010101010000,내과,0,1,1,1,1
a059a372-f03e-11ef-9050-010101010000,안과,1,1,1,2,2
a059f190-f03e-11ef-a427-010101010000,외과,0,1,1,1,1
a05a189e-f03e-11ef-9271-010101010000,내과,0,1,1,1,1
a05b0359-f03e-11ef-9a11-010101010000,외과,0,1,1,1,1
a05bc6a9-f03e-11ef-a18a-010101010000,피부과,1,2,2,1,1
a05bc6aa-f03e-11ef-b9bf-010101010000,치과,1,76,87,87,92
a05d2949-f03e-11ef-ab86-010101010000,외과,0,1,1,1,1
a05d7764-f03e-11ef-abc1-010101010000,외과,0,1,1,1,1
a05e61c1-f03e-11ef-b718-010101010000,피부과,0,1,1,1,1
a05f9a52-f03e-11ef-aca5-010101010000,내과,0,1,1,1,1
a05fe864-f03e-11ef-aa75-010101010000,내과,0,1,1,1,1
a0605d8f-f03e-11ef-83d3-010101010000,치과,0,59,55,65,56
a061480f-f03e-11ef-9425-010101010000,외과,0,1,1,1,1
a061e435-f03e-11ef-bb94-010101010000,내과,0,6,5,5,6
a0620b45-f03e-11ef-92ac-010101010000,내과,0,1,1,1,1
a0628076-f03e-11ef-ba9f-010101010000,내과,0,162,178,189,168
a062a799-f03e-11ef-bc5d-010101010000,내과,1,18,33,50,43
a063b8f6-f03e-11ef-9f19-010101010000,안과,0,18,16,18,33
a0640716-f03e-11ef-b3e1-010101010000,외과,1,2,3,3,2
a0651887-f03e-11ef-b5a0-010101010000,내과,0,1,1,1,1
a0658db6-f03e-11ef-acae-010101010000,내과,1,28,17,25,33
a06825c3-f03e-11ef-b34a-010101010000,내과,1,300,326,490,409
a0689aed-f03e-11ef-a318-010101010000,내과,0,1,1,1,1
a06a21ba-f03e-11ef-9629-010101010000,외과,0,1,1,1,1
a06b332b-f03e-11ef-8db1-010101010000,내과,0,1,1,1,1
a06b332d-f03e-11ef-8d9d-010101010000,내과,0,1,1,1,1
a06bf676-f03e-11ef-b719-010101010000,내과,1,16,16,17,23
a06c1d89-f03e-11ef-b330-010101010000,외과,1,44,50,43,42
a06c6e22-f03e-11ef-a97c-010101010000,외과,0,2,3,3,3
a06d0a66-f03e-11ef-baa9-010101010000,외과,0,1,1,1,1
a06e1bee-f03e-11ef-9a1c-010101010000,치과,1,27,21,25,21
a06e6a0c-f03e-11ef-812e-010101010000,치과,1,35,44,41,45
a06e9119-f03e-11ef-9364-010101010000,외과,0,1,1,1,1
a06eb82a-f03e-11ef-86e2-010101010000,내과,0,2,2,2,3
a06fa28d-f03e-11ef-ad40-010101010000,내과,1,6,5,5,8
a0708cf1-f03e-11ef-b99a-010101010000,내과,0,1,1,1,1
a0723a97-f03e-11ef-93fd-010101010000,내과,0,1,1,1,1
a072afce-f03e-11ef-b052-010101010000,피부과,0,3,3,3,3
a07324fe-f03e-11ef-9ed2-010101010000,내과,0,1,1,1,1
a0739a29-f03e-11ef-858f-010101010000,안과,1,20,21,20,21
a0739a2a-f03e-11ef-9a80-010101010000,내과,0,8,9,8,4
a07595ff-f03e-11ef-bacb-010101010000,치과,0,1,1,1,1
a075e416-f03e-11ef-9b82-010101010000,내과,1,1,1,3,1
a077dfeb-f03e-11ef-a5f9-010101010000,내과,0,26,26,42,37
a07806f8-f03e-11ef-885a-010101010000,외과,0,60,60,55,51
a07806fa-f03e-11ef-88f3-010101010000,안과,1,3,3,5,6
a078f160-f03e-11ef-afe9-010101010000,내과,0,1,1,1,1
a0791870-f03e-11ef-993d-010101010000,외과,1,1,1,1,1
a07a2a2c-f03e-11ef-9980-010101010000,내과,0,3,2,2,3
a07b1484-f03e-11ef-a6ac-010101010000,외과,1,65,91,68,157
a07bdf79-f03e-11ef-9854-010101010000,내과,0,1,1,1,1
a07c7bbb-f03e-11ef-8d92-010101010000,치과,0,2,2,4,4
a07cc9da-f03e-11ef-90b8-010101010000,안과,0,69,83,83,106
a07db435-f03e-11ef-aa3f-010101010000,피부과,0,7,5,5,8
a07e0252-f03e-11ef-b1c6-010101010000,내과,0,34,26,22,13
a07e5074-f03e-11ef-b0c7-010101010000,내과,0,3,3,3,3
a07f61c2-f03e-11ef-a64c-010101010000,피부과,0,1,1,1,1
a07f61c3-f03e-11ef-aaa0-010101010000,내과,0,2,3,2,5
a080733c-f03e-11ef-9edd-010101010000,안과,0,1,1,1,1
a08247f6-f03e-11ef-af34-010101010000,피부과,0,1,1,1,1
a0830b49-f03e-11ef-a99e-010101010000,내과,1,159,152,153,188
a0835963-f03e-11ef-9912-010101010000,내과,0,6,9,8,5
a084b8f4-f03e-11ef-a055-010101010000,내과,0,3,3,3,3
a085553a-f03e-11ef-b32c-010101010000,외과,0,2,1,1,1
a085553b-f03e-11ef-9270-010101010000,외과,1,1,1,1,1
a085f178-f03e-11ef-b5f9-010101010000,내과,0,9,9,10,8
a0868dd4-f03e-11ef-bda2-010101010000,내과,1,40,44,47,49
a0870305-f03e-11ef-9001-010101010000,외과,1,1,2,1,3
a087ed6a-f03e-11ef-bcc5-010101010000,피부과,0,1,1,1,1
a0883b86-f03e-11ef-9768-010101010000,내과,0,1,1,1,1
a0886294-f03e-11ef-9676-010101010000,피부과,1,1,1,1,1
a088d819-f03e-11ef-8426-010101010000,내과,0,9,10,9,9
a0897428-f03e-11ef-9348-010101010000,내과,1,1,1,1,1
a089c24c-f03e-11ef-a014-010101010000,치과,1,38,38,41,38
a08a1079-f03e-11ef-b91c-010101010000,치과,0,1,1,1,1
a08a3795-f03e-11ef-b10a-010101010000,내과,1,807,738,893,891
a08afff2-f03e-11ef-a2ad-010101010000,안과,0,2,2,2,3
a08bc342-f03e-11ef-b2b3-010101010000,내과,0,1,1,1,1
a08c3874-f03e-11ef-b280-010101010000,외과,0,1,1,1,1
a08c5f7c-f03e-11ef-83d7-010101010000,내과,0,1,1,1,1
a08c868c-f03e-11ef-9312-010101010000,내과,0,1,1,1,1
a08dbf0f-f03e-11ef-bff1-010101010000,내과,1,5,4,4,5
a08e825e-f03e-11ef-bbb1-010101010000,안과,0,1,1,1,1
a08f45ac-f03e-11ef-a1fe-010101010000,내과,0,3,3,3,6
a08fe1f3-f03e-11ef-aa64-010101010000,내과,0,2,2,2,2
a0903010-f03e-11ef-9d90-010101010000,내과,0,1,1,1,1
a09204d0-f03e-11ef-ad6e-010101010000,외과,1,1,1,1,1
a09279fd-f03e-11ef-b7fc-010101010000,외과,1,140,141,164,126
a092a10f-f03e-11ef-99e6-010101010000,내과,1,1,1,1,1
a092c823-f03e-11ef-a5a7-010101010000,내과,0,1,1,1,1
a093164c-f03e-11ef-a2ac-010101010000,피부과,1,10,9,10,12
a0933d50-f03e-11ef-a225-010101010000,피부과,1,1,1,1,1
a0938b70-f03e-11ef-a542-010101010000,피부과,0,1,1,2,2
a093d994-f03e-11ef-887b-010101010000,피부과,0,1,1,1,1
a0944ec1-f03e-11ef-bf8e-010101010000,내과,1,1,1,1,1
a0956031-f03e-11ef-be8d-010101010000,내과,0,1,1,4,4
a095ae51-f03e-11ef-8c1b-010101010000,내과,1,21,19,19,25
a095d562-f03e-11ef-b369-010101010000,피부과,0,1,1,1,1
a095fc71-f03e-11ef-a4c2-010101010000,내과,0,3,3,3,5
a0978310-f03e-11ef-91f7-010101010000,외과,1,1675,1817,1867,2013
a097d17e-f03e-11ef-b66a-010101010000,피부과,0,1,1,1,1
a09894c8-f03e-11ef-a7ab-010101010000,내과,0,1,2,2,2
a098e2ec-f03e-11ef-9e70-010101010000,내과,0,1,1,2,1
a099310c-f03e-11ef-970f-010101010000,내과,0,1,1,1,1
a099a638-f03e-11ef-bae1-010101010000,내과,0,1,1,1,1
a09b7f66-f03e-11ef-994d-010101010000,내과,0,1,2,2,2
a09c42b3-f03e-11ef-b9f8-010101010000,내과,1,3,3,3,3
a09d7b1e-f03e-11ef-8326-010101010000,내과,1,1,1,1,1
a09d7b1f-f03e-11ef-b21e-010101010000,내과,0,3,4,3,2
a0a01345-f03e-11ef-91b9-010101010000,내과,1,4,3,3,4
a0a199e3-f03e-11ef-b47a-010101010000,내과,1,4,5,5,4
a0a2d264-f03e-11ef-873d-010101010000,내과,1,2,1,2,1
a0a36ea2-f03e-11ef-ac03-010101010000,피부과,1,2,2,2,2
a0a3e3cd-f03e-11ef-8c53-010101010000,내과,0,4,3,4,6
a0a4ce2f-f03e-11ef-8f69-010101010000,내과,0,1,1,1,1
a0a4f547-f03e-11ef-ab4b-010101010000,외과,0,1,1,1,1
a0a4f548-f03e-11ef-9458-010101010000,내과,0,2,2,2,2
a0a59184-f03e-11ef-82fb-010101010000,치과,1,2,2,2,2
a0a71859-f03e-11ef-8d62-010101010000,피부과,0,5,6,7,6
a0a76683-f03e-11ef-9b7c-010101010000,내과,0,1,1,1,1
a0a89ed8-f03e-11ef-bc69-010101010000,피부과,0,37,25,37,42
a0a9140c-f03e-11ef-a016-010101010000,안과,1,2,2,3,2
a0aaee2e-f03e-11ef-a9a9-010101010000,내과,1,2,2,1,1
a0abff9f-f03e-11ef-9265-010101010000,외과,0,182,230,168,197
a0acc2f3-f03e-11ef-94ee-010101010000,피부과,0,1,1,1,1
a0adad53-f03e-11ef-9613-010101010000,외과,1,1,1,1,2
a0adfb76-f03e-11ef-ae13-010101010000,외과,0,1,1,1,1
a0ae97b5-f03e-11ef-9dfd-010101010000,내과,1,5,6,3,8
a0aebec8-f03e-11ef-92c3-010101010000,내과,0,1,1,1,1
a0afd031-f03e-11ef-a9fe-010101010000,내과,0,1,1,1,1
a0b09386-f03e-11ef-9227-010101010000,피부과,1,1,1,1,1
a0b1cc09-f03e-11ef-a84f-010101010000,안과,0,1,1,1,1
a0b28f56-f03e-11ef-95bd-010101010000,내과,0,1,1,1,1
a0b32b9a-f03e-11ef-ae98-010101010000,안과,0,18,22,31,18
a0b3eee4-f03e-11ef-b0fb-010101010000,외과,0,1,1,1,1
a0b52766-f03e-11ef-8021-010101010000,내과,0,8,7,9,10
a0b5c3aa-f03e-11ef-90c9-010101010000,안과,0,102,89,98,99
a0b5ead3-f03e-11ef-83fc-010101010000,치과,0,1,1,1,1
a0b6875e-f03e-11ef-b7ef-010101010000,내과,0,43,60,58,67
a0b771bb-f03e-11ef-b9d2-010101010000,피부과,0,1,1,1,1
a0b798cc-f03e-11ef-9686-010101010000,피부과,1,1,1,1,1
a0b80dfd-f03e-11ef-8333-010101010000,외과,1,2,2,2,2
a0b9a8c0-f03e-11ef-83b0-010101010000,피부과,0,27,36,44,46
a0bae13e-f03e-11ef-be88-010101010000,외과,0,51,72,78,88
a0bb2f5f-f03e-11ef-8137-010101010000,내과,0,1,1,1,1
a0bb566d-f03e-11ef-ac8f-010101010000,외과,0,231,250,229,264
a0bb566e-f03e-11ef-b840-010101010000,내과,0,2,2,2,2
a0bbf2ac-f03e-11ef-abd2-010101010000,외과,1,4,4,4,3
a0bc67e2-f03e-11ef-8320-010101010000,내과,0,39,59,52,67
a0bd041e-f03e-11ef-9a9b-010101010000,내과,1,16,15,17,18
a0bd794e-f03e-11ef-9221-010101010000,내과,0,1,1,1,1
a0bdee7d-f03e-11ef-891f-010101010000,내과,0,8,9,17,10
a0beffca-f03e-11ef-8428-010101010000,내과,1,1,1,1,1
a0c05f5f-f03e-11ef-a96c-010101010000,내과,0,42,43,80,73
a0c170cf-f03e-11ef-a5b9-010101010000,내과,1,1,1,1,1
a0c197d6-f03e-11ef-aae3-010101010000,외과,0,2,2,3,4
a0c2a950-f03e-11ef-8467-010101010000,피부과,0,1,2,2,2
a0c7c65c-f03e-11ef-9ef9-010101010000,피부과,0,1,1,1,1
a0c83c32-f03e-11ef-bcc2-010101010000,피부과,0,3,3,3,3
a0c92638-f03e-11ef-a45e-010101010000,내과,0,1,1,1,1
a0c9e989-f03e-11ef-b97f-010101010000,피부과,1,1,1,1,1
