answer_id,department,orig_is_multi,E-6,E-8,E-2
9fc49c48-f03e-11ef-8fd8-010101010000,내과,1,137,238,177
9fc4ea68-f03e-11ef-87ac-010101010000,내과,0,1,1,2
9fc893ce-f03e-11ef-b67d-010101010000,내과,0,1,1,1
9fc8bada-f03e-11ef-8ed1-010101010000,내과,0,1,1,5
9fc908f8-f03e-11ef-aafd-010101010000,내과,1,1,5,1
9fcb2be3-f03e-11ef-b5c5-010101010000,외과,1,14,21,11
9fcc8b79-f03e-11ef-bcb7-010101010000,외과,1,1,1,1
9fcc8b7a-f03e-11ef-a6f8-010101010000,내과,0,1,2,3
9fce391f-f03e-11ef-8d0a-010101010000,외과,0,33,15,62
9fce6031-f03e-11ef-afb5-010101010000,내과,0,167,283,282
9fceae4c-f03e-11ef-ac63-010101010000,외과,1,8,9,1
9fd00dd7-f03e-11ef-8120-010101010000,내과,0,95,70,19
9fd0830c-f03e-11ef-ba89-010101010000,내과,0,12,4,5
9fd0d129-f03e-11ef-8539-010101010000,외과,1,6,11,14
9fd1e2bd-f03e-11ef-8ec0-010101010000,내과,1,2,2,1
9fd394bd-f03e-11ef-b520-010101010000,외과,1,3,4,1
9fd3e2cf-f03e-11ef-8f65-010101010000,내과,1,111,332,100
9fd56997-f03e-11ef-bef1-010101010000,피부과,0,1,14,1
9fd5dec7-f03e-11ef-b7c4-010101010000,외과,0,1,1,1
9fd605e2-f03e-11ef-9211-010101010000,외과,0,1,1,1
9fd7da97-f03e-11ef-8189-010101010000,내과,0,1,1,2
9fd801a2-f03e-11ef-be39-010101010000,내과,0,9,26,7
9fd876bc-f03e-11ef-889f-010101010000,외과,0,1,1,1
9fd89dd0-f03e-11ef-b42b-010101010000,내과,1,1,1,1
9fd8c4e2-f03e-11ef-947d-010101010000,치과,1,1,2,1
9fda2466-f03e-11ef-834f-010101010000,외과,1,247,226,53
9fda9997-f03e-11ef-87b4-010101010000,외과,1,2,20,1
9fdb0ec9-f03e-11ef-ad2d-010101010000,내과,0,1,1,1
9fdd58c7-f03e-11ef-b807-010101010000,내과,0,2,5,10
9fdda6d1-f03e-11ef-8673-010101010000,외과,1,1,1,1
9fde6a2c-f03e-11ef-aad1-010101010000,안과,1,5,19,7
9fdf7b95-f03e-11ef-96b2-010101010000,내과,1,1,2,2
9fdff0ca-f03e-11ef-b784-010101010000,안과,1,15,117,12
9fe03eea-f03e-11ef-b270-010101010000,내과,1,1,1,2
9fe0b44f-f03e-11ef-8978-010101010000,외과,0,1,1,1
9fe1297f-f03e-11ef-8732-010101010000,안과,0,2,3,2
9fe17797-f03e-11ef-ad2f-010101010000,내과,0,1,1,30
9fe1c5c4-f03e-11ef-a5f1-010101010000,내과,1,1,1,1
9fe2890c-f03e-11ef-8cfe-010101010000,안과,1,3,11,12
9fe32d55-f03e-11ef-badb-010101010000,내과,0,1,2,34
9fe35467-f03e-11ef-9186-010101010000,내과,0,4,12,4
9fe417ab-f03e-11ef-b6a0-010101010000,외과,1,9,13,11
9fe6d6cf-f03e-11ef-8028-010101010000,안과,1,95,171,41
9fe6fdde-f03e-11ef-ac07-010101010000,내과,0,1,1,1
9fe80f45-f03e-11ef-a410-010101010000,외과,1,4,5,1
9fe8849e-f03e-11ef-92fb-010101010000,내과,0,1,1,1
9fe8d2bc-f03e-11ef-899b-010101010000,내과,1,1,1,1
9feca346-f03e-11ef-b739-010101010000,내과,0,2,4,4
9fed1875-f03e-11ef-8a8c-010101010000,외과,1,1,22,12
9fed3f89-f03e-11ef-a029-010101010000,안과,1,1,2,1
9fee02c1-f03e-11ef-ac0f-010101010000,내과,0,3,15,6
9fef895c-f03e-11ef-969a-010101010000,피부과,1,1,1,1
9feffeb0-f03e-11ef-9680-010101010000,치과,0,2,3,6
9ff1ac5c-f03e-11ef-9d61-010101010000,내과,0,1,1,1
9ff1d36c-f03e-11ef-90b3-010101010000,치과,1,1,1,1
9ff2e68d-f03e-11ef-97da-010101010000,외과,0,1,1,1
9ff3f7fb-f03e-11ef-8301-010101010000,내과,0,28,30,63
9ff55796-f03e-11ef-8e99-010101010000,내과,1,2,6,48
9ff5a5a7-f03e-11ef-983e-010101010000,내과,1,1,1,1
9ff5ccb9-f03e-11ef-8873-010101010000,피부과,1,1,1,1
9ff69007-f03e-11ef-aefe-010101010000,외과,0,1,1,1
9ff77a6a-f03e-11ef-910b-010101010000,외과,0,26,26,169
9ff7c88d-f03e-11ef-a679-010101010000,내과,1,1,1,1
9ff864c7-f03e-11ef-be4e-010101010000,내과,0,1,1,1
9ff8b2eb-f03e-11ef-ac8c-010101010000,내과,0,1,2,1
9ff9010a-f03e-11ef-b0a4-010101010000,내과,0,1,1,1
9ff92819-f03e-11ef-919a-010101010000,내과,0,1,1,1
9ff9eb6e-f03e-11ef-9188-010101010000,내과,0,1,1,1
9ffa398b-f03e-11ef-bdc3-010101010000,내과,1,1,1,1
9ffa87b2-f03e-11ef-bc83-010101010000,내과,0,2,2,2
9ffb23e8-f03e-11ef-81da-010101010000,내과,0,89,430,167
9ffc355e-f03e-11ef-b7eb-010101010000,내과,0,2,6,1
9ffc8376-f03e-11ef-bc1e-010101010000,외과,1,38,39,26
9ffd1fba-f03e-11ef-ae23-010101010000,내과,0,1,1,3
9ffde30b-f03e-11ef-b441-010101010000,내과,0,1,1,1
9ffe7f49-f03e-11ef-8d03-010101010000,외과,0,8,8,2
9fff69f6-f03e-11ef-8ad8-010101010000,내과,0,6,11,45
9fff9104-f03e-11ef-afe3-010101010000,내과,0,1,1,1
a0005458-f03e-11ef-a517-010101010000,안과,0,1,1,1
a0013eac-f03e-11ef-890d-010101010000,내과,1,74,40,51
a0019411-f03e-11ef-922a-010101010000,내과,1,1,1,1
a001bb1d-f03e-11ef-82a6-010101010000,내과,0,1,1,1
a0020958-f03e-11ef-86c0-010101010000,내과,1,6,23,3
a0023056-f03e-11ef-a41b-010101010000,피부과,0,1,1,1
a0023057-f03e-11ef-94d6-010101010000,피부과,0,1,3,4
a002575f-f03e-11ef-88bb-010101010000,내과,1,1,1,1
a002a580-f03e-11ef-9d14-010101010000,내과,0,4,51,9
a002cc99-f03e-11ef-8492-010101010000,내과,1,19,33,6
a004a159-f03e-11ef-89e7-010101010000,내과,1,34,48,121
a004c862-f03e-11ef-8cf5-010101010000,내과,0,1,3,2
a0058bb0-f03e-11ef-8e59-010101010000,외과,0,1,2,1
a005b2c0-f03e-11ef-a8f8-010101010000,내과,0,1,9,1
a00823bd-f03e-11ef-a769-010101010000,외과,0,15,15,132
a00c1b46-f03e-11ef-ab6c-010101010000,내과,0,1,1,1
a00f9081-f03e-11ef-af93-010101010000,내과,1,1,1,4
a00fb78e-f03e-11ef-b128-010101010000,내과,1,67,117,87
a0107ae0-f03e-11ef-aa0d-010101010000,피부과,1,1,1,1
a0107ae1-f03e-11ef-9dc5-010101010000,피부과,0,1,1,2
a010cea5-f03e-11ef-90e4-010101010000,내과,0,1,1,1
a010f5b2-f03e-11ef-b53e-010101010000,내과,0,1,1,1
a010f5b3-f03e-11ef-b9db-010101010000,내과,0,1,1,2
a011b930-f03e-11ef-8360-010101010000,내과,1,232,585,260
a011e016-f03e-11ef-ac66-010101010000,피부과,0,1,1,1
a0122e37-f03e-11ef-9380-010101010000,내과,1,2,6,3
a0125543-f03e-11ef-9d4a-010101010000,내과,1,3275,3667,4947
a0127c56-f03e-11ef-b594-010101010000,내과,0,3,4,5
a012f184-f03e-11ef-843e-010101010000,피부과,0,1,2,3
a0133fa0-f03e-11ef-83b7-010101010000,피부과,0,2,2,1
a013b4db-f03e-11ef-8994-010101010000,내과,1,2,3,2
a014782b-f03e-11ef-83b2-010101010000,내과,0,1,1,1
a01625d1-f03e-11ef-bbcd-010101010000,피부과,0,2553,5170,2662
a0164cf3-f03e-11ef-897d-010101010000,외과,1,125,190,229
a0169b05-f03e-11ef-8587-010101010000,치과,1,14,48,11
a01896dc-f03e-11ef-aaf8-010101010000,안과,1,78,264,15
a0195a29-f03e-11ef-982f-010101010000,외과,1,11,16,19
a01ae0c0-f03e-11ef-9818-010101010000,내과,0,1,1,4
a01b7d04-f03e-11ef-8ebb-010101010000,내과,0,3,21,2
a01c405d-f03e-11ef-9263-010101010000,내과,1,1,4,5
a01c6765-f03e-11ef-aa95-010101010000,내과,0,1,1,1
a01d2ab4-f03e-11ef-a042-010101010000,내과,0,1,1,1
a01d51c2-f03e-11ef-8f5a-010101010000,외과,0,1,1,1
a01ed888-f03e-11ef-84be-010101010000,외과,0,80,88,63
a01f9bdc-f03e-11ef-9d24-010101010000,외과,1,15,127,4
a020b1ab-f03e-11ef-8f54-010101010000,피부과,1,19,61,38
a020d8bb-f03e-11ef-bd1e-010101010000,외과,1,30,38,78
a02126d9-f03e-11ef-862d-010101010000,내과,0,1,2,13
a02126da-f03e-11ef-aa8f-010101010000,외과,0,1,2,1
a0214dec-f03e-11ef-b290-010101010000,내과,1,1,1,1
a021ea2c-f03e-11ef-9b6f-010101010000,내과,0,1,1,2
a02349bb-f03e-11ef-b4d0-010101010000,내과,1,84,110,159
a02370ca-f03e-11ef-ad51-010101010000,내과,1,45,188,6
a023beea-f03e-11ef-a6e8-010101010000,내과,0,1,1,1
a0240d0a-f03e-11ef-a294-010101010000,내과,1,2,53,6
a024341a-f03e-11ef-99c5-010101010000,외과,1,1,1,2
a027dd9b-f03e-11ef-95ad-010101010000,내과,0,1,1,2
a028c7f9-f03e-11ef-b4f9-010101010000,외과,0,1,2,4
a0291619-f03e-11ef-9d31-010101010000,내과,0,1,1,1
a0293d29-f03e-11ef-83d4-010101010000,치과,0,1,1,1
a029643a-f03e-11ef-a5b0-010101010000,내과,0,3,12,3
a029b258-f03e-11ef-8854-010101010000,안과,1,1,7,12
a02a278c-f03e-11ef-a17f-010101010000,내과,0,5,13,40
a02a75a9-f03e-11ef-9e4f-010101010000,내과,0,1,1,1
a02a9cba-f03e-11ef-9d15-010101010000,외과,0,5,6,52
a02bfc4a-f03e-11ef-8f9d-010101010000,내과,0,1,2,1
a02c9888-f03e-11ef-a05e-010101010000,내과,0,3,3,6
a02c9889-f03e-11ef-bd3a-010101010000,피부과,1,1,1,2
a02d0dd3-f03e-11ef-9777-010101010000,내과,0,1,1,1
a02d34e3-f03e-11ef-975a-010101010000,안과,0,1,1,2
a02e946f-f03e-11ef-8785-010101010000,외과,1,1,6,5
a03055d8-f03e-11ef-b6d6-010101010000,외과,1,33,46,98
a030cb11-f03e-11ef-8ce3-010101010000,치과,0,1,2,1
a030f22d-f03e-11ef-b85b-010101010000,내과,1,11,97,55
a0322aa7-f03e-11ef-b381-010101010000,치과,0,1,1,1
a032c6e3-f03e-11ef-9a55-010101010000,외과,0,66,104,55
a033b146-f03e-11ef-b58a-010101010000,내과,1,39,116,59
a034c2b1-f03e-11ef-ab61-010101010000,외과,1,251,406,166
a035fb37-f03e-11ef-90aa-010101010000,외과,1,144,230,83
a03733a8-f03e-11ef-a0e9-010101010000,치과,1,16,31,12
a0375ab6-f03e-11ef-a588-010101010000,내과,0,1,1,1
a03781c7-f03e-11ef-a438-010101010000,외과,1,14,90,2
a037a8d7-f03e-11ef-abcb-010101010000,내과,0,1,1,1
a0397d97-f03e-11ef-a9ba-010101010000,피부과,0,33,81,76
a03ba091-f03e-11ef-8e48-010101010000,치과,0,8,6,5
a03dea88-f03e-11ef-9d9b-010101010000,내과,0,1,1,1
a03f84f4-f03e-11ef-8da4-010101010000,외과,0,5,11,5
a040965b-f03e-11ef-8424-010101010000,내과,1,3,13,2
a0410b8f-f03e-11ef-9cfc-010101010000,외과,0,32,32,40
a041f5f0-f03e-11ef-831b-010101010000,피부과,1,1,2,3
a042440b-f03e-11ef-adfb-010101010000,내과,1,153,162,17
a0426b20-f03e-11ef-96e4-010101010000,내과,0,2,2,3
a0435577-f03e-11ef-bc52-010101010000,외과,0,1,2,5
a04418d4-f03e-11ef-b0f8-010101010000,안과,1,12,27,109
a0463ba7-f03e-11ef-a7ee-010101010000,외과,1,8,6,18
a046b0db-f03e-11ef-82dd-010101010000,피부과,0,1,1,1
a047742a-f03e-11ef-a316-010101010000,내과,0,1,12,6
a048d3c0-f03e-11ef-8219-010101010000,외과,0,1,1,3
a048fac9-f03e-11ef-9057-010101010000,내과,0,12,16,111
a049be1f-f03e-11ef-a596-010101010000,피부과,0,2,1,5
a04a334d-f03e-11ef-a231-010101010000,내과,0,2,7,46
a04b44bd-f03e-11ef-9c03-010101010000,피부과,0,1,9,4
a04b92fe-f03e-11ef-8336-010101010000,피부과,0,1,1,1
a04c7d82-f03e-11ef-acff-010101010000,내과,1,2,4,1
a0507bce-f03e-11ef-9f2b-010101010000,내과,0,31,37,24
a050c9f0-f03e-11ef-9aca-010101010000,피부과,1,1,1,2
a0516630-f03e-11ef-a461-010101010000,피부과,0,1,1,2
a052c5bc-f03e-11ef-9bb8-010101010000,내과,0,1,1,1
a05361df-f03e-11ef-8dee-010101010000,내과,0,1,1,1
a053b001-f03e-11ef-a3fe-010101010000,피부과,1,2,2,36
a053fe20-f03e-11ef-89ef-010101010000,외과,1,1,5,1
a0550f8d-f03e-11ef-bc07-010101010000,외과,1,13,42,2
a055abd0-f03e-11ef-989d-010101010000,외과,0,5,10,27
a057ceaf-f03e-11ef-9fc4-010101010000,내과,0,10,3,5
a0581cd7-f03e-11ef-bdc5-010101010000,외과,0,1,1,2
a0589203-f03e-11ef-a978-010101010000,내과,0,1,1,1
a059a372-f03e-11ef-9050-010101010000,안과,1,1,10,5
a059f190-f03e-11ef-a427-010101010000,외과,0,1,1,1
a05a189e-f03e-11ef-9271-010101010000,내과,0,1,1,1
a05b0359-f03e-11ef-9a11-010101010000,외과,0,1,1,1
a05bc6a9-f03e-11ef-a18a-010101010000,피부과,1,1,1,1
a05bc6aa-f03e-11ef-b9bf-010101010000,치과,1,30,74,14
a05d2949-f03e-11ef-ab86-010101010000,외과,0,1,1,1
a05d7764-f03e-11ef-abc1-010101010000,외과,0,1,1,1
a05e61c1-f03e-11ef-b718-010101010000,피부과,0,2,2,3
a05f9a52-f03e-11ef-aca5-010101010000,내과,0,1,1,1
a05fe864-f03e-11ef-aa75-010101010000,내과,0,1,1,1
a0605d8f-f03e-11ef-83d3-010101010000,치과,0,31,25,984
a061480f-f03e-11ef-9425-010101010000,외과,0,1,1,1
a061e435-f03e-11ef-bb94-010101010000,내과,0,9,15,37
a0620b45-f03e-11ef-92ac-010101010000,내과,0,1,1,4
a0628076-f03e-11ef-ba9f-010101010000,내과,0,103,89,140
a062a799-f03e-11ef-bc5d-010101010000,내과,1,9,23,26
a063b8f6-f03e-11ef-9f19-010101010000,안과,0,11,18,12
a0640716-f03e-11ef-b3e1-010101010000,외과,1,1,4,6
a0651887-f03e-11ef-b5a0-010101010000,내과,0,1,1,1
a0658db6-f03e-11ef-acae-010101010000,내과,1,13,10,85
a06825c3-f03e-11ef-b34a-010101010000,내과,1,433,776,530
a0689aed-f03e-11ef-a318-010101010000,내과,0,1,2,4
a06a21ba-f03e-11ef-9629-010101010000,외과,0,1,1,1
a06b332b-f03e-11ef-8db1-010101010000,내과,0,1,2,1
a06b332d-f03e-11ef-8d9d-010101010000,내과,0,1,1,1
a06bf676-f03e-11ef-b719-010101010000,내과,1,8,89,27
a06c1d89-f03e-11ef-b330-010101010000,외과,1,39,68,56
a06c6e22-f03e-11ef-a97c-010101010000,외과,0,3,5,3
a06d0a66-f03e-11ef-baa9-010101010000,외과,0,1,1,1
a06e1bee-f03e-11ef-9a1c-010101010000,치과,1,5,10,4
a06e6a0c-f03e-11ef-812e-010101010000,치과,1,50,192,86
a06e9119-f03e-11ef-9364-010101010000,외과,0,1,1,1
a06eb82a-f03e-11ef-86e2-010101010000,내과,0,2,3,3
a06fa28d-f03e-11ef-ad40-010101010000,내과,1,3,1,4
a0708cf1-f03e-11ef-b99a-010101010000,내과,0,1,1,3
a0723a97-f03e-11ef-93fd-010101010000,내과,0,1,3,3
a072afce-f03e-11ef-b052-010101010000,피부과,0,3,4,11
a07324fe-f03e-11ef-9ed2-010101010000,내과,0,1,6,4
a0739a29-f03e-11ef-858f-010101010000,안과,1,26,34,83
a0739a2a-f03e-11ef-9a80-010101010000,내과,0,14,19,35
a07595ff-f03e-11ef-bacb-010101010000,치과,0,1,1,1
a075e416-f03e-11ef-9b82-010101010000,내과,1,1,4,3
a077dfeb-f03e-11ef-a5f9-010101010000,내과,0,17,47,7
a07806f8-f03e-11ef-885a-010101010000,외과,0,51,55,17
a07806fa-f03e-11ef-88f3-010101010000,안과,1,10,24,18
a078f160-f03e-11ef-afe9-010101010000,내과,0,1,1,11
a0791870-f03e-11ef-993d-010101010000,외과,1,2,2,3
a07a2a2c-f03e-11ef-9980-010101010000,내과,0,3,3,1
a07b1484-f03e-11ef-a6ac-010101010000,외과,1,115,213,135
a07bdf79-f03e-11ef-9854-010101010000,내과,0,1,1,1
a07c7bbb-f03e-11ef-8d92-010101010000,치과,0,1,1,24
a07cc9da-f03e-11ef-90b8-010101010000,안과,0,119,263,249
a07db435-f03e-11ef-aa3f-010101010000,피부과,0,12,27,5
a07e0252-f03e-11ef-b1c6-010101010000,내과,0,46,157,103
a07e5074-f03e-11ef-b0c7-010101010000,내과,0,1,2,1
a07f61c2-f03e-11ef-a64c-010101010000,피부과,0,1,1,1
a07f61c3-f03e-11ef-aaa0-010101010000,내과,0,2,2,4
a080733c-f03e-11ef-9edd-010101010000,안과,0,1,1,1
a08247f6-f03e-11ef-af34-010101010000,피부과,0,1,1,1
a0830b49-f03e-11ef-a99e-010101010000,내과,1,133,482,184
a0835963-f03e-11ef-9912-010101010000,내과,0,5,11,6
a084b8f4-f03e-11ef-a055-010101010000,내과,0,1,1,1
a085553a-f03e-11ef-b32c-010101010000,외과,0,8,10,11
a085553b-f03e-11ef-9270-010101010000,외과,1,1,1,1
a085f178-f03e-11ef-b5f9-010101010000,내과,0,3,1,4
a0868dd4-f03e-11ef-bda2-010101010000,내과,1,13,37,3
a0870305-f03e-11ef-9001-010101010000,외과,1,5,5,1
a087ed6a-f03e-11ef-bcc5-010101010000,피부과,0,2,4,5
a0883b86-f03e-11ef-9768-010101010000,내과,0,1,1,1
a0886294-f03e-11ef-9676-010101010000,피부과,1,1,2,6
a088d819-f03e-11ef-8426-010101010000,내과,0,14,29,28
a0897428-f03e-11ef-9348-010101010000,내과,1,1,3,3
a089c24c-f03e-11ef-a014-010101010000,치과,1,23,42,10
a08a1079-f03e-11ef-b91c-010101010000,치과,0,3,10,5
a08a3795-f03e-11ef-b10a-010101010000,내과,1,834,1946,843
a08afff2-f03e-11ef-a2ad-010101010000,안과,0,3,16,10
a08bc342-f03e-11ef-b2b3-010101010000,내과,0,1,1,13
a08c3874-f03e-11ef-b280-010101010000,외과,0,1,1,1
a08c5f7c-f03e-11ef-83d7-010101010000,내과,0,1,3,6
a08c868c-f03e-11ef-9312-010101010000,내과,0,1,1,2
a08dbf0f-f03e-11ef-bff1-010101010000,내과,1,5,6,5
a08e825e-f03e-11ef-bbb1-010101010000,안과,0,1,1,6
a08f45ac-f03e-11ef-a1fe-010101010000,내과,0,9,13,24
a08fe1f3-f03e-11ef-aa64-010101010000,내과,0,2,1,1
a0903010-f03e-11ef-9d90-010101010000,내과,0,1,1,2
a09204d0-f03e-11ef-ad6e-010101010000,외과,1,1,1,1
a09279fd-f03e-11ef-b7fc-010101010000,외과,1,76,109,85
a092a10f-f03e-11ef-99e6-010101010000,내과,1,1,1,12
a092c823-f03e-11ef-a5a7-010101010000,내과,0,1,2,1
a093164c-f03e-11ef-a2ac-010101010000,피부과,1,8,17,32
a0933d50-f03e-11ef-a225-010101010000,피부과,1,1,6,3
a0938b70-f03e-11ef-a542-010101010000,피부과,0,1,3,14
a093d994-f03e-11ef-887b-010101010000,피부과,0,1,1,2
a0944ec1-f03e-11ef-bf8e-010101010000,내과,1,1,20,1
a0956031-f03e-11ef-be8d-010101010000,내과,0,2,11,10
a095ae51-f03e-11ef-8c1b-010101010000,내과,1,14,209,61
a095d562-f03e-11ef-b369-010101010000,피부과,0,1,1,3
a095fc71-f03e-11ef-a4c2-010101010000,내과,0,3,4,8
a0978310-f03e-11ef-91f7-010101010000,외과,1,532,821,239
a097d17e-f03e-11ef-b66a-010101010000,피부과,0,1,1,3
a09894c8-f03e-11ef-a7ab-010101010000,내과,0,1,2,4
a098e2ec-f03e-11ef-9e70-010101010000,내과,0,1,1,5
a099310c-f03e-11ef-970f-010101010000,내과,0,1,1,1
a099a638-f03e-11ef-bae1-010101010000,내과,0,1,1,1
a09b7f66-f03e-11ef-994d-010101010000,내과,0,2,4,3
a09c42b3-f03e-11ef-b9f8-010101010000,내과,1,3,10,21
a09d7b1e-f03e-11ef-8326-010101010000,내과,1,2,3,2
a09d7b1f-f03e-11ef-b21e-010101010000,내과,0,4,10,1
a0a01345-f03e-11ef-91b9-010101010000,내과,1,5,5,2
a0a199e3-f03e-11ef-b47a-010101010000,내과,1,4,3,2
a0a2d264-f03e-11ef-873d-010101010000,내과,1,1,1,3
a0a36ea2-f03e-11ef-ac03-010101010000,피부과,1,3,6,20
a0a3e3cd-f03e-11ef-8c53-010101010000,내과,0,8,15,25
a0a4ce2f-f03e-11ef-8f69-010101010000,내과,0,1,1,1
a0a4f547-f03e-11ef-ab4b-010101010000,외과,0,1,1,1
a0a4f548-f03e-11ef-9458-010101010000,내과,0,2,12,8
a0a59184-f03e-11ef-82fb-010101010000,치과,1,1,2,2
a0a71859-f03e-11ef-8d62-010101010000,피부과,0,2,1,3
a0a76683-f03e-11ef-9b7c-010101010000,내과,0,1,1,1
a0a89ed8-f03e-11ef-bc69-010101010000,피부과,0,48,39,54
a0a9140c-f03e-11ef-a016-010101010000,안과,1,3,12,2
a0aaee2e-f03e-11ef-a9a9-010101010000,내과,1,1,4,8
a0abff9f-f03e-11ef-9265-010101010000,외과,0,102,167,429
a0acc2f3-f03e-11ef-94ee-010101010000,피부과,0,1,1,1
a0adad53-f03e-11ef-9613-010101010000,외과,1,3,4,1
a0adfb76-f03e-11ef-ae13-010101010000,외과,0,1,1,1
a0ae97b5-f03e-11ef-9dfd-010101010000,내과,1,2,2,35
a0aebec8-f03e-11ef-92c3-010101010000,내과,0,1,1,1
a0afd031-f03e-11ef-a9fe-010101010000,내과,0,1,1,1
a0b09386-f03e-11ef-9227-010101010000,피부과,1,1,2,1
a0b1cc09-f03e-11ef-a84f-010101010000,안과,0,1,1,1
a0b28f56-f03e-11ef-95bd-010101010000,내과,0,1,1,2
a0b32b9a-f03e-11ef-ae98-010101010000,안과,0,17,15,80
a0b3eee4-f03e-11ef-b0fb-010101010000,외과,0,1,1,1
a0b52766-f03e-11ef-8021-010101010000,내과,0,1,1,7
a0b5c3aa-f03e-11ef-90c9-010101010000,안과,0,114,324,70
a0b5ead3-f03e-11ef-83fc-010101010000,치과,0,1,1,24
a0b6875e-f03e-11ef-b7ef-010101010000,내과,0,14,18,1
a0b771bb-f03e-11ef-b9d2-010101010000,피부과,0,1,1,1
a0b798cc-f03e-11ef-9686-010101010000,피부과,1,1,3,6
a0b80dfd-f03e-11ef-8333-010101010000,외과,1,1,3,2
a0b9a8c0-f03e-11ef-83b0-010101010000,피부과,0,53,75,92
a0bae13e-f03e-11ef-be88-010101010000,외과,0,73,82,32
a0bb2f5f-f03e-11ef-8137-010101010000,내과,0,1,1,1
a0bb566d-f03e-11ef-ac8f-010101010000,외과,0,279,438,552
a0bb566e-f03e-11ef-b840-010101010000,내과,0,2,1,1
a0bbf2ac-f03e-11ef-abd2-010101010000,외과,1,1,1,3
a0bc67e2-f03e-11ef-8320-010101010000,내과,0,28,10,37
a0bd041e-f03e-11ef-9a9b-010101010000,내과,1,6,7,43
a0bd794e-f03e-11ef-9221-010101010000,내과,0,1,1,1
a0bdee7d-f03e-11ef-891f-010101010000,내과,0,9,21,58
a0beffca-f03e-11ef-8428-010101010000,내과,1,1,1,1
a0c05f5f-f03e-11ef-a96c-010101010000,내과,0,14,27,22
a0c170cf-f03e-11ef-a5b9-010101010000,내과,1,1,1,1
a0c197d6-f03e-11ef-aae3-010101010000,외과,0,1,2,6
a0c2a950-f03e-11ef-8467-010101010000,피부과,0,1,1,4
a0c7c65c-f03e-11ef-9ef9-010101010000,피부과,0,1,1,1
a0c83c32-f03e-11ef-bcc2-010101010000,피부과,0,4,4,2
a0c92638-f03e-11ef-a45e-010101010000,내과,0,1,1,3
a0c9e989-f03e-11ef-b97f-010101010000,피부과,1,1,1,2
a0ca37a6-f03e-11ef-819f-010101010000,내과,0,29,14,77
a0ca5eb9-f03e-11ef-b235-010101010000,안과,1,4,25,2
a0caacdb-f03e-11ef-be42-010101010000,피부과,0,1,1,1
a0cc0c6b-f03e-11ef-86d4-010101010000,안과,0,1,1,1
a0cd6bfb-f03e-11ef-917e-010101010000,내과,0,1,1,1
a0ce2f4a-f03e-11ef-98ac-010101010000,외과,0,14,43,4
a0cea479-f03e-11ef-9878-010101010000,안과,1,7,11,26
a0cfdcf7-f03e-11ef-8b7a-010101010000,피부과,0,1,1,1
a0cfdcf8-f03e-11ef-81b7-010101010000,내과,0,1,2,4
a0d0793b-f03e-11ef-9fda-010101010000,내과,1,1,1,1
a0d1ffd9-f03e-11ef-9f53-010101010000,외과,1,23,29,17
a0d2ea3b-f03e-11ef-93e5-010101010000,내과,0,1,1,2
a0d4e5e2-f03e-11ef-a396-010101010000,피부과,1,1,7,5
a0d536b3-f03e-11ef-befe-010101010000,내과,0,2,1,1
a0d5fa01-f03e-11ef-ba37-010101010000,안과,1,1,1,2
a0d64828-f03e-11ef-9eeb-010101010000,내과,0,1,1,1
a0d6e462-f03e-11ef-b066-010101010000,외과,0,1,1,1
a0d75c54-f03e-11ef-8b38-010101010000,내과,1,1,1,1
a0d78366-f03e-11ef-bab5-010101010000,내과,1,2,3,2
a0d95828-f03e-11ef-a9ae-010101010000,내과,0,5,5,4
a0da4294-f03e-11ef-b3bf-010101010000,내과,1,2,12,5
a0da90a7-f03e-11ef-b0e9-010101010000,내과,0,1,1,1
a0dc3e50-f03e-11ef-869d-010101010000,내과,0,1,1,1
a0dd76ce-f03e-11ef-8e08-010101010000,내과,0,1,1,6
a0de1310-f03e-11ef-ac43-010101010000,내과,0,1,1,1
a0ded667-f03e-11ef-a575-010101010000,피부과,1,1,1,1
a0dfc0c5-f03e-11ef-8788-010101010000,내과,0,1,1,1
a0dfc0c6-f03e-11ef-8d39-010101010000,내과,0,1,4,3
a0dfe7ce-f03e-11ef-ae6e-010101010000,내과,0,2,2,1
a0e12057-f03e-11ef-b817-010101010000,외과,1,2,14,12
a0e14769-f03e-11ef-bd07-010101010000,내과,1,1,4,41
a0e258eb-f03e-11ef-a470-010101010000,내과,1,1,1,1
a0e2a6f9-f03e-11ef-a9e7-010101010000,외과,0,1,1,1
a0e56656-f03e-11ef-a866-010101010000,내과,0,1,1,1
a0e629a2-f03e-11ef-8d46-010101010000,내과,0,1,1,1
a0e73d5a-f03e-11ef-a09b-010101010000,내과,1,1,1,1
a0e96036-f03e-11ef-acba-010101010000,피부과,0,844,698,297
a0e98746-f03e-11ef-ad6b-010101010000,내과,1,1,2,5
a0e9ae57-f03e-11ef-a286-010101010000,외과,1,16,29,2
a0e9d569-f03e-11ef-9062-010101010000,안과,0,2,4,4
a0eabfc2-f03e-11ef-9512-010101010000,내과,1,519,919,1420
a0ec4667-f03e-11ef-affe-010101010000,피부과,0,19,73,8
a0ec9486-f03e-11ef-893a-010101010000,피부과,1,1,2,3
a0eeb763-f03e-11ef-b71c-010101010000,내과,0,1,1,2
a0ef2c98-f03e-11ef-b4bf-010101010000,내과,1,5,6,4
a0efa1bf-f03e-11ef-98e4-010101010000,안과,0,1,1,1
